Regnr;Artikelnaam;Maximumprijs;Eenheid
120453//8977;SYNAPAUSE E3 VAGINAALCREME 1MG/G + APPLICATOR;0,297979;G
28533//8977;SYNAPAUSE E3 VAGINAALCREME 1MG/G + APPLICATOR;0,297979;G
8977;SYNAPAUSE E3 VAGINAALCREME 1MG/G + APPLICATOR;0,297979;G
15086;SYNAREL NEUSSPRAY 200MCG/DOSIS FLACON 80DO;1,308790;DOSIS
EU/1/15/1003/005;SYNJARDY TABLET FILMOMHULD 5/ 850MG;0,751605;STUK
EU/1/15/1003/014;SYNJARDY TABLET FILMOMHULD 5/1000MG;0,751605;STUK
119026//3714;SYNTOCINON INJVLST 5IE/ML AMPUL 1ML;0,708157;ML
3714;SYNTOCINON INJVLST 5IE/ML AMPUL 1ML;0,708157;ML
122679//19259;SYSTEN 100 PLEISTER MGA 100MCG/24UUR;1,205370;STUK
19259;SYSTEN 100 PLEISTER MGA 100MCG/24UUR;1,205370;STUK
31801;TACAL D3 KAUWTABLET 500MG/400IE MUNT;0,115133;STUK
105833;TACAL D3 KAUWTABLET 500MG/800IE SINAASAPPEL;0,247432;STUK
103862;TACNI CAPSULE 0,5MG;1,172736;STUK
103865;TACNI CAPSULE 5MG;7,848765;STUK
107939;TACROLIMUS CF CAPSULE 1MG;1,775635;STUK
EU/1/13/865/001;TAFINLAR CAPSULE 50MG;36,014267;STUK
EU/1/13/865/002;TAFINLAR CAPSULE 50MG;36,014267;STUK
EU/1/13/865/003;TAFINLAR CAPSULE 75MG;52,880457;STUK
EU/1/13/865/004;TAFINLAR CAPSULE 75MG;52,880457;STUK
121155//103823;TAFLUPROST FISHER OOGDRUPPELS 15MCG/ML FLAC 0,3ML;2,168918;ML
122663//103823;TAFLUPROST FISHER OOGDRUPPELS 15MCG/ML FLAC 0,3ML;2,168918;ML
118523//103823;TAFLUPROST OOGDRUPPELS 15MCG/ML FLACON 0,3ML;2,168918;ML
117184//16889;TALOXA SUSPENSIE 120MG/ML;0,412941;ML
119849//16889;TALOXA SUSPENSIE 120MG/ML;0,412941;ML
16889;TALOXA SUSPENSIE 120MG/ML;0,412941;ML
27132;TAMBOCOR CR CAPSULE MGA 100MG;0,251094;STUK
27133;TAMBOCOR CR CAPSULE MGA 150MG;0,299787;STUK
27134;TAMBOCOR CR CAPSULE MGA 200MG;0,444880;STUK
10099;TAMBOCOR INJVLST 10MG/ML AMPUL 15ML;0,491580;ML
15854;TAMBOCOR TABLET 50MG;0,163075;STUK
10098;TAMBOCOR TABLET 100MG;0,217400;STUK
24006=;11198 TAMOXIFEN APOTEX TABLET 20MG;0,202714;STUK
17116=;10635 TAMOXIFEN AUROBINDO TABLET 20MG;0,202714;STUK
11197;TAMOXIFEN MYLAN TABLET 10MG;0,642179;STUK
11198;TAMOXIFEN MYLAN TABLET 20MG;0,202714;STUK
9322;TAMOXIFEN PCH TABLET 10MG;0,642179;STUK
10635;TAMOXIFEN PCH TABLET 20MG;0,202714;STUK
16766;TAMOXIFEN SANDOZ TABLET 10MG;0,642179;STUK
16767;TAMOXIFEN SANDOZ TABLET 20MG;0,202714;STUK
16769;TAMOXIFEN SANDOZ TABLET 40MG;1,503942;STUK
32585;TAMSULOSINE HCL AUROBINDO RETARD CAPSULE MGA 0,4MG;0,212302;STUK
32582;TAMSULOSINE HCL CF CAPSULE MGA 0,4MG;0,212302;STUK
32576;TAMSULOSINE HCL GENTHON CAPSULE MGA 0,4MG;0,212302;STUK
32577;TAMSULOSINE HCL MYLAN RETARD CAPSULE MGA 0,4MG;0,212302;STUK
32584;TAMSULOSINE HCL TEVA RETARD CAPSULE MGA 0,4MG;0,212302;STUK
113881;TAPTIQOM OOGDRUPPELS 15MCG/5MG/ML MINIM 0,3ML;2,128539;ML
119653//113881;TAPTIQOM OOGDRUPPELS 15MCG/5MG/ML MINIM 0,3ML;2,128539;ML
119654//113881;TAPTIQOM OOGDRUPPELS 15MCG/5MG/ML MINIM 0,3ML;2,128539;ML
120070//113881;TAPTIQOM OOGDRUPPELS 15MCG/5MG/ML MINIM 0,3ML;2,128539;ML
121047//113881;TAPTIQOM OOGDRUPPELS 15MCG/5MG/ML MINIM 0,3ML;2,128539;ML
121177//113881;TAPTIQOM OOGDRUPPELS 15MCG/5MG/ML MINIM 0,3ML;2,128539;ML
121330//113881;TAPTIQOM OOGDRUPPELS 15MCG/5MG/ML MINIM 0,3ML;2,128539;ML
122096//113881;TAPTIQOM OOGDRUPPELS 15MCG/5MG/ML MINIM 0,3ML;2,128539;ML
122391//113881;TAPTIQOM OOGDRUPPELS 15MCG/5MG/ML MINIM 0,3ML;2,128539;ML
EU/1/05/311/001;TARCEVA TABLET FILMOMHULD 25MG;16,606922;STUK
EU/1/05/311/002;TARCEVA TABLET FILMOMHULD 100MG;57,944957;STUK
EU/1/05/311/003;TARCEVA TABLET FILMOMHULD 150MG;71,254874;STUK
117431//13473;TARGOCID INJPDR FLACON 200MG + SOLVENS 3ML;22,280618;STUK
13473;TARGOCID INJPDR FLACON 200MG + SOLVENS 3ML;22,280618;STUK
115351//15374;TARGOCID INJPDR FLACON 400MG + SOLVENS 3ML;39,607229;STUK
117186//15374;TARGOCID INJPDR FLACON 400MG + SOLVENS 3ML;39,607229;STUK
117432//15374;TARGOCID INJPDR FLACON 400MG + SOLVENS 3ML;39,607229;STUK
15374;TARGOCID INJPDR FLACON 400MG + SOLVENS 3ML;39,607229;STUK
EU/1/01/178/001;TARGRETIN CAPSULE 75MG;11,397954;STUK
EU/1/07/422/005;TASIGNA CAPSULE 150MG;24,899686;STUK
EU/1/07/422/006;TASIGNA CAPSULE 150MG;24,899686;STUK
EU/1/07/422/009;TASIGNA CAPSULE 150MG;24,899686;STUK
EU/1/07/422/007;TASIGNA CAPSULE 200MG;31,730569;STUK
EU/1/07/422/011;TASIGNA CAPSULE 200MG;31,730569;STUK
EU/1/97/044/003;TASMAR TABLET FILMOMHULD 100MG;1,221036;STUK
21810;TAVANIC INFUSIEVLOEISTOF 5MG/ML FLACON 100ML;0,240777;ML
28222//5621;TAVEGIL TABLET 1MG;0,159254;STUK
5621;TAVEGYL TABLET 1MG;0,159254;STUK
104871//10187;TEARS NATURALE OOGDRUPPELS FLACON 15ML;0,268586;ML
107633//10187;TEARS NATURALE OOGDRUPPELS FLACON 15ML;0,268586;ML
11874;TEGRETOL CR TABLET MGA 200MG;0,087981;STUK
11875;TEGRETOL CR TABLET MGA 400MG;0,147993;STUK
6346;TEGRETOL SUSPENSIE 20MG/ML;0,025088;ML
3899;TEGRETOL TABLET 200MG;0,093472;STUK
13350;TELEBRIX GASTRO OPLOSSING 300MGI/ML;0,116185;ML
33180//28085;TELFAST JUNIOR TABLET OMHULD 30MG;0,226174;STUK
113351//21625;TELFAST TABLET OMHULD 180MG;0,325043;STUK
121650//21625;TELFAST TABLET OMHULD 180MG;0,325043;STUK
123205//21625;TELFAST TABLET OMHULD 180MG;0,325043;STUK
21625;TELFAST TABLET OMHULD 180MG;0,325043;STUK
EU/1/10/639/023;TELMISARTAN ACTAVIS TABLET 80MG;0,326266;STUK
104586;TELMISARTAN RP TABLET 40MG;0,278423;STUK
104587;TELMISARTAN RP TABLET 80MG;0,326266;STUK
111952;TELMISARTAN/HCT SANDOZ TABLET OMHULD 40/12,5MG;0,328378;STUK
111955;TELMISARTAN/HCT SANDOZ TABLET OMHULD 80/12,5MG;0,367618;STUK
111956;TELMISARTAN/HCT SANDOZ TABLET OMHULD 80/25MG;0,367226;STUK
112013;TELMISARTAN/HCT TEVA TABLET 80/25MG;0,367226;STUK
EU/1/04/282/001;TELZIR TABLET FILMOMHULD 700MG;6,229843;STUK
8192;TEMESTA INJVLST 4MG/ML AMPUL 1ML;0,631167;ML
8725;TEMGESIC INJVLST 0,3MG/ML AMPUL 1ML;1,589051;ML
114442//11872;TEMGESIC SL TABLET OROMUCOSAAL 0,2MG;0,220078;STUK
11872;TEMGESIC SL TABLET OROMUCOSAAL 0,2MG;0,220078;STUK
EU/1/98/096/003;TEMODAL CAPSULE 20MG;9,222374;STUK
EU/1/98/096/005;TEMODAL CAPSULE 100MG;44,943419;STUK
EU/1/98/096/007;TEMODAL CAPSULE 250MG;113,364050;STUK
EU/1/10/615/025;TEMOZOLOMIDE ACCORD CAPSULE 5MG;2,226174;STUK
EU/1/10/615/027;TEMOZOLOMIDE ACCORD CAPSULE 20MG;9,222374;STUK
EU/1/10/615/029;TEMOZOLOMIDE ACCORD CAPSULE 100MG;44,943419;STUK
EU/1/10/615/031;TEMOZOLOMIDE ACCORD CAPSULE 140MG;63,628508;STUK
EU/1/10/615/033;TEMOZOLOMIDE ACCORD CAPSULE 180MG;81,789714;STUK
EU/1/10/615/035;TEMOZOLOMIDE ACCORD CAPSULE 250MG;113,364050;STUK
109653;TEMOZOLOMIDE FAIR‐MED CAPSULE 5MG;2,226174;STUK
EU/1/11/697/013;TEMOZOLOMIDE SUN CAPSULE 5MG;2,226174;STUK
EU/1/09/606/001;TEMOZOLOMIDE TEVA CAPSULE 5MG;2,226174;STUK
EU/1/09/606/003;TEMOZOLOMIDE TEVA CAPSULE 20MG;9,222374;STUK
EU/1/09/606/005;TEMOZOLOMIDE TEVA CAPSULE 100MG;44,943419;STUK
EU/1/09/606/007;TEMOZOLOMIDE TEVA CAPSULE 140MG;63,628508;STUK
EU/1/09/606/009;TEMOZOLOMIDE TEVA CAPSULE 180MG;81,789714;STUK
EU/1/09/606/011;TEMOZOLOMIDE TEVA CAPSULE 250MG;113,364050;STUK
118116;TENOFOVIRDISOPROXIL ACCORD TABLET FILMOMH 245MG;5,355185;STUK
117065;TENOFOVIRDISOPROXIL CF TABLET FILMOMHULD 245MG;5,355185;STUK
EU/1/16/1129/001;TENOFOVIRDISOPROXIL MYLAN TABLET FILMOMH 245MG;5,355185;STUK
118117;TENOFOVIRDISOPROXIL SANDOZ TABLET FILMOMHULD 245MG;5,355185;STUK
115948;TENOFOVIRDISOPROXIL TEVA TABLET FILMOMHULD 245MG;5,355185;STUK
EU/1/10/622/001;TEPADINA INFPDR FLACON 15MG;137,475000;STUK
EU/1/10/622/002;TEPADINA INFPDR FLACON 100MG;823,110000;STUK
26357;TERAZOSINE PCH TABLET 2MG;0,132247;STUK
26358;TERAZOSINE PCH TABLET 5MG;0,259872;STUK
31396;TERAZOSINE SANDOZ TABLET 2MG;0,132247;STUK
31397;TERAZOSINE SANDOZ TABLET 5MG;0,259872;STUK
28796;TERBINAFINE MYLAN TABLET 250MG;0,647234;STUK
29654;TERBINAFINE PCH TABLET 250MG;0,647234;STUK
31711;TERBINAFINE SANDOZ TABLET 250MG;0,647234;STUK
123116//111278;TERLIPRESSINE EUR‐PH INJVLST 0,17MG/ML FLACON 5ML;6,765520;ML
110384;TERLIPRESSINE SUN INJVLST 0,1MG/ML AMPUL 8,5ML;4,508825;ML
120624;TESTAVAN GEL TRANSDERMAAL 20MG/G + APPLICATOR;0,573150;G
124464//120624;TESTAVAN GEL TRANSDERMAAL 20MG/G + APPLICATOR;0,573150;G
110360//30653;TESTIM GEL 10MG/G TUBE 5G;0,293836;G
117274//30653;TESTIM GEL 10MG/G TUBE 5G;0,293836;G
117908//30653;TESTIM GEL 10MG/G TUBE 5G;0,293836;G
30653;TESTIM GEL 10MG/G TUBE 5G;0,293836;G
123676//7531;TESTOSTERONUNDECANOAAT FISHER CAPSULE 40MG;0,359814;STUK
102458;TETMODIS TABLET 25MG;1,324117;STUK
EU/1/08/445/009;TEVAGRASTIM 30 INJVLST 60MILJ E/ML WWSP 0,5ML;134,792157;ML
EU/1/08/445/012;TEVAGRASTIM 48 INJVLST 60MILJ E/ML WWSP 0,8ML;134,792157;ML
25926;TEVETEN PLUS TABLET FILMOMHULD;0,446285;STUK
23983;TEVETEN TABLET OMHULD 600MG;0,521627;STUK
EU/1/11/669/001;TEYSUNO CAPSULE 15MG/4,35MG/11,8MG;3,117911;STUK
14227;THILO TEARS OOGGEL TUBE 10G;0,415524;G
9334;THYRAX DUOTAB TABLET 0,025MG;0,042279;STUK
8389;THYRAX DUOTAB TABLET 0,100MG;0,046091;STUK
13683;THYRAX DUOTAB TABLET 0,150MG;0,063501;STUK
9334;THYRAX TABLET 0,025MG;0,042279;STUK
8389;THYRAX TABLET 0,1MG;0,046091;STUK
116818//7613;TIAPRIDAL TABLET 100MG;0,197934;STUK
7613;TIAPRIDAL TABLET 100MG;0,197934;STUK
112639;TIBOLINIA TABLET 2,5MG;0,588664;STUK
16538;TILDIEM XR CAPSULE MGA 200MG;0,211694;STUK
16539;TILDIEM XR CAPSULE MGA 300MG;0,254397;STUK
21644;TIMO‐COMOD OOGDRUPPELS 2,5MG/ML FLACON 10ML;0,736213;ML
21645;TIMO‐COMOD OOGDRUPPELS 5MG/ML FLACON 10ML;0,768881;ML
116518//33801;TIMOGEL OOGGEL 1MG/G TUBE 0,4G;0,585247;G
121322//33801;TIMOGEL OOGGEL 1MG/G TUBE 0,4G;0,585247;G
33801;TIMOGEL OOGGEL 1MG/G TUBE 0,4G;0,585247;G
20428=;57609 TIMOLOL APOTEX OOGDRUPPELS 5MG/ML FLACON 5ML;0,768881;ML
35127;TIMOLOL MYLAN OOGDRUPPELS 5MG/ML FLACON 5ML;0,768881;ML
15699;TIMOLOL PCH OOGDRUPPELS 2,5MG/ML FLACON 5ML;0,736213;ML
15700;TIMOLOL PCH OOGDRUPPELS 5MG/ML FLACON 5ML;0,768881;ML
57608;TIMOLOL SANDOZ OOGDRUPPELS 2,5MG/ML FLACON 5ML;0,736213;ML
57609;TIMOLOL SANDOZ OOGDRUPPELS 5MG/ML FLACON 5ML;0,768881;ML
17017;TIMOPTOL XE OOGDRUPPELS 2,5MG/ML FLACON 2,5ML;2,037536;ML
17018;TIMOPTOL XE OOGDRUPPELS 5MG/ML FLACON 2,5ML;1,829824;ML
116447;TIOTRUS INHALPDR CAPSULE 10MCG + ZONDA INHALATOR;1,174869;STUK
121874//116447;TIOTRUS INHALPDR CAPSULE 10MCG + ZONDA INHALATOR;1,174869;STUK
EU/1/13/892/003;TIVICAY TABLET FILMOMHULD 10MG;3,800663;STUK
EU/1/13/892/005;TIVICAY TABLET FILMOMHULD 25MG;9,581149;STUK
EU/1/13/892/001;TIVICAY TABLET FILMOMHULD 50MG;19,392675;STUK
31642;TIZANIDINE HCL TEVA TABLET 2MG;0,098030;STUK
31643;TIZANIDINE HCL TEVA TABLET 4MG;0,235266;STUK
25484;TOBI INHVLST 60MG/ML AMPUL 5ML;6,507949;ML
EU/1/10/652/002;TOBI PODHALER INHALPDR 28MG MET PODHALER;9,822972;STUK
115112//14223;TOBRADEX OOGDRUPPELS FLACON 5ML;0,903562;ML
116087//14223;TOBRADEX OOGDRUPPELS FLACON 5ML;0,903562;ML
119042//14223;TOBRADEX OOGDRUPPELS FLACON 5ML;0,903562;ML
121080//14223;TOBRADEX OOGDRUPPELS FLACON 5ML;0,903562;ML
121635//14223;TOBRADEX OOGDRUPPELS FLACON 5ML;0,903562;ML
123104//14223;TOBRADEX OOGDRUPPELS FLACON 5ML;0,903562;ML
14223;TOBRADEX OOGDRUPPELS FLACON 5ML;0,903562;ML
29111//14223;TOBRADEX OOGDRUPPELS FLACON 5ML;0,903562;ML
106999;TOBRAMYCINE STERI‐NEB VERNEVELOPL 60MG/ML AMP 5ML;6,507949;ML
117965;TOBRAMYCINE SUN VERNEVELOPLOSSING 60MG/ML AMP 5ML;6,507949;ML
119465//28141;TOBREX BID OOGDRUPPELS 3MG/ML FLACON 4ML;0,993000;ML
28141;TOBREX BID OOGDRUPPELS 3MG/ML FLACON 5ML;0,993000;ML
10225;TOBREX OOGZALF TUBE 3,5G;1,244857;G
109689//10225;TOBREX OOGZALF TUBE 3,5G;1,244857;G
121925//10225;TOBREX OOGZALF TUBE 3,5G;1,244857;G
107766//10225;TOBREX OOGZALF TUBE 5G;1,244857;G
100957;TOCTINO CAPSULE 10MG;18,158035;STUK
115965//100957;TOCTINO CAPSULE 10MG;18,158035;STUK
119812//100957;TOCTINO CAPSULE 10MG;18,158035;STUK
100962;TOCTINO CAPSULE 30MG;18,142223;STUK
119813//100962;TOCTINO CAPSULE 30MG;18,142223;STUK
108954;TOLTERODINE PFIZER CAPSULE MVA 4MG;0,650389;STUK
9042;TOLVON TABLET 30MG;0,420609;STUK
113045//25836;TOPAMAX SPRINKLE CAPSULE 15MG;0,254552;STUK
114398//25836;TOPAMAX SPRINKLE CAPSULE 15MG;0,254552;STUK
25836;TOPAMAX SPRINKLE CAPSULE 15MG;0,254552;STUK
113358//25837;TOPAMAX SPRINKLE CAPSULE 25MG;0,203770;STUK
25837;TOPAMAX SPRINKLE CAPSULE 25MG;0,203770;STUK
113046//25838;TOPAMAX SPRINKLE CAPSULE 50MG;0,460944;STUK
113067//25838;TOPAMAX SPRINKLE CAPSULE 50MG;0,460944;STUK
114066//25838;TOPAMAX SPRINKLE CAPSULE 50MG;0,460944;STUK
25838;TOPAMAX SPRINKLE CAPSULE 50MG;0,460944;STUK
119269//24165;TOPAMAX TABLET OMHULD 25MG;0,153675;STUK
124477//24165;TOPAMAX TABLET OMHULD 25MG;0,153675;STUK
24165;TOPAMAX TABLET OMHULD 25MG;0,153675;STUK
119971//24167;TOPAMAX TABLET OMHULD 100MG;0,448430;STUK
24167;TOPAMAX TABLET OMHULD 100MG;0,448430;STUK
24168;TOPAMAX TABLET OMHULD 200MG;0,710114;STUK
103743;TOPIRAMAAT GLENMARK TABLET FILMOMHULD 50MG;0,278156;STUK
101527;TOPIRAMAAT PCH TABLET FILMOMHULD 25MG;0,153675;STUK
101530;TOPIRAMAAT PCH TABLET FILMOMHULD 100MG;0,448430;STUK
33976;TOPIRAMAAT SANDOZ TABLET FILMOMHULD 25MG;0,153675;STUK
16010;TOPOSIN INFVLST CONC 20MG/ML FLACON 5ML;2,917468;ML
16010;TOPOSIN INFVLST CONC 20MG/ML FLACON 10ML;2,917468;ML
109171;TOPOTECAN ACCORD INFVLST CONC 1MG/ML FLACON 1ML;60,521145;ML
109171;TOPOTECAN ACCORD INFVLST CONC 1MG/ML FLACON 4ML;60,521145;ML
EU/1/10/633/002;TOPOTECAN HOSPIRA INFVLST CONC 1MG/ML FLACON 4ML;60,521145;ML
105701;TOPOTECAN SANDOZ INFVLST CONC 1MG/ML FLACON 4ML;60,521145;ML
EU/1/07/424/001;TORISEL 30 INFVLST CONC 25MG/ML FLAC 1,2ML + SOLV;694,167340;ML
110361//33424;TOSTRAN GEL 20MG/G;0,573150;G
115461//33424;TOSTRAN GEL 20MG/G;0,573150;G
118212//33424;TOSTRAN GEL 20MG/G;0,573150;G
121637//33424;TOSTRAN GEL 20MG/G;0,573150;G
121994//33424;TOSTRAN GEL 20MG/G;0,573150;G
122244//33424;TOSTRAN GEL 20MG/G;0,573150;G
33424;TOSTRAN GEL 20MG/G;0,573150;G
EU/1/00/133/034;TOUJEO SOLOSTAR INJ 300E/ML PEN 1,5ML;9,166943;ML
EU/1/00/133/035;TOUJEO SOLOSTAR INJ 300E/ML PEN 1,5ML;9,166943;ML
EU/1/12/790/003;TOVANOR BREEZHALER INHALPDR 44MCG MET BREEZHALER;1,111364;STUK
EU/1/07/386/003;TOVIAZ TABLET MVA 4MG;1,016988;STUK
EU/1/07/386/019;TOVIAZ TABLET MVA 4MG;1,016988;STUK
EU/1/07/386/008;TOVIAZ TABLET MVA 8MG;1,058679;STUK
EU/1/02/220/006;TRACLEER DISPERGEERBARE TABLET 32MG;34,060911;STUK
EU/1/02/220/002;TRACLEER TABLET FILMOMHULD 62,5MG;21,802565;STUK
EU/1/02/220/007;TRACLEER TABLET FILMOMHULD 62,5MG;21,802565;STUK
EU/1/02/220/004;TRACLEER TABLET FILMOMHULD 125MG;22,594312;STUK
EU/1/02/220/008;TRACLEER TABLET FILMOMHULD 125MG;22,594312;STUK
EU/1/99/124/002;TRACTOCILE INFVLST CONC 7,5MG/ML FLACON 5ML;14,870464;ML
EU/1/99/124/001;TRACTOCILE INJVLST 7,5MG/ML FLACON 0,9ML;27,147754;ML
29805;TRAFLOXAL EDO OOGDRUPPELS 3MG/ML TUBE 0,5ML;0,545244;ML
13510;TRAFLOXAL OOGDRUPPELS 3MG/ML FLACON 5ML;0,658964;ML
13511;TRAFLOXAL OOGZALF 3MG/G TUBE 3G;1,302678;G
EU/1/11/707/003;TRAJENTA TABLET 5MG;1,354481;STUK
EU/1/11/707/004;TRAJENTA TABLET 5MG;1,354481;STUK
EU/1/11/707/008;TRAJENTA TABLET 5MG;1,354481;STUK
21626;TRAMADOL HCL APOTEX CAPSULE 50MG;0,100937;STUK
27163;TRAMADOL HCL CF CAPSULE 50MG;0,100937;STUK
27165;TRAMADOL HCL CF DRUPPELS 100MG/ML;0,327221;ML
34128;TRAMADOL HCL CF RETARD TABLET MGA 100MG;0,207478;STUK
26280;TRAMADOL HCL MYLAN CAPSULE 50MG;0,100937;STUK
22031;TRAMADOL HCL PCH CAPSULE 50MG;0,100937;STUK
27177;TRAMADOL HCL PCH DRUPPELS 100MG/ML;0,327221;ML
23527;TRAMADOL HCL SANDOZ BRUISTABLET 50MG;0,133062;STUK
21690;TRAMADOL HCL SANDOZ CAPSULE 50MG;0,100937;STUK
25694;TRAMADOL HCL SANDOZ RETARD TABLET MGA 150MG;0,292811;STUK
25695;TRAMADOL HCL SANDOZ RETARD TABLET MGA 200MG;0,374196;STUK
22031;TRAMADOL HCL TEVA CAPSULE 50MG;0,100937;STUK
33751;TRAMADOL HCL TEVA RETARD TABLET MGA 100MG;0,207478;STUK
111839;TRAMADOL HCL/PARACETAM TEV TAB FILMOMH 37,5/325MG;0,157607;STUK
117331;TRAMADOL HCL/PARACETAMOL SANDOZ TABLET 37,5/325MG;0,157607;STUK
23006=;22325 TRAMADOLI HYDROCHLORIDUM RETARD CAPSULE MGA 50MG;0,123494;STUK
23007=;22326 TRAMADOLI HYDROCHLORIDUM RETARD CAPSULE MGA 100MG;0,213333;STUK
23008=;22327 TRAMADOLI HYDROCHLORIDUM RETARD CAPSULE MGA 150MG;0,323296;STUK
23009=;22328 TRAMADOLI HYDROCHLORIDUM RETARD CAPSULE MGA 200MG;0,420788;STUK
22233;TRAMAGETIC ONCE DAILY TABLET MGA 200MG;0,374196;STUK
22234;TRAMAGETIC ONCE DAILY TABLET MGA 300MG;0,730436;STUK
15511;TRAMAL CAPSULE 50MG;0,100937;STUK
15513;TRAMAL DRUPPELVLOEISTOF 100MG/ML;0,327221;ML
15510;TRAMAL INJVLST 50MG/ML AMPUL 2ML;0,474851;ML
22361;TRAMAL RETARD TABLET MVA 100MG;0,207478;STUK
22362;TRAMAL RETARD TABLET MVA 150MG;0,292811;STUK
22363;TRAMAL RETARD TABLET MVA 200MG;0,374196;STUK
115291//7879;TRANDATE INJVLST 5MG/ML AMPUL 20ML;0,567176;ML
116400//7879;TRANDATE INJVLST 5MG/ML AMPUL 20ML;0,567176;ML
117413//7879;TRANDATE INJVLST 5MG/ML AMPUL 20ML;0,567176;ML
7879;TRANDATE INJVLST 5MG/ML AMPUL 20ML;0,567176;ML
32372//5574;TRANEXAMINEZUUR TABLET FILMOMHULD 500MG;0,323248;STUK
9673;TRANSIDERM NITRO 10 PLEISTER TRANSDERM 10MG/24UUR;0,563405;STUK
113638//9673;TRANSIDERM NITRO PLEISTER TRANSDERM 10MG/24UUR;0,563405;STUK
122647//32909;TRANSTEC 35MCG/UUR MATRIXPLEISTER;5,513265;STUK
32909;TRANSTEC 35MCG/UUR MATRIXPLEISTER;5,513265;STUK
122656//32910;TRANSTEC 52,5MCG/UUR MATRIXPLEISTER;8,070394;STUK
32910;TRANSTEC 52,5MCG/UUR MATRIXPLEISTER;8,070394;STUK
122649//32911;TRANSTEC 70MCG/UUR MATRIXPLEISTER;10,128084;STUK
32911;TRANSTEC 70MCG/UUR MATRIXPLEISTER;10,128084;STUK
6119;TRANXENE CAPSULE 5MG;0,090880;STUK
6120;TRANXENE CAPSULE 10MG;0,132584;STUK
10537;TRANXENE TABLET 50MG;0,485868;STUK
EU/1/01/199/001;TRAVATAN OOGDRUPPELS 40MCG/ML FLACON 2,5ML;3,098784;ML
EU/1/01/199/002;TRAVATAN OOGDRUPPELS 40MCG/ML FLACON 2,5ML;3,098784;ML
111943;TRAVOPROST CF OOGDRUPPELS 40MCG/ML FLAC 2,5ML;3,098784;ML
112011;TRAVOPROST SANDOZ OOGDRUPPELS 40MCG/ML FLAC 2,5ML;3,098784;ML
112273;TRAVOPROST TEVA OOGDRUPPELS 40MCG/ML FLAC 2,5ML;3,098784;ML
119307;TRAVOPROST/TIMOLOL CF OOGDR 40MCG/5MG/ML FL 2,5ML;4,799002;ML
119304;TRAVOPROST/TIMOLOL MYL OOGDR 40MCG/5MG/ML FL 2,5ML;4,799002;ML
119283;TRAVOPROST/TIMOLOL TEV OOGDR 40MCG/5MG/ML FL 2,5ML;4,799002;ML
EU/1/18/1295/001;TRAZIMERA INFUSIEPOEDER FLACON 150MG;476,883024;STUK
109725;TRAZODON HCL SANDOZ TABLET 100MG;0,177085;STUK
112650//9145;TRAZOLAN TABLET 100MG;0,177085;STUK
113007//9145;TRAZOLAN TABLET 100MG;0,177085;STUK
9145;TRAZOLAN TABLET 100MG;0,177085;STUK
109745;TRECLINAC GEL 0,25/10MG/G;0,545724;G
EU/1/17/1236/002;TRELEGY ELLIPTA INHPDR 92/55/22MCG 30DO;1,955226;DOSIS
11175;TRENTAL TABLET MGA 400MG;0,179654;STUK
112459//11175;TRENTAL TABLET MGA 400MG;0,179654;STUK
113167//11175;TRENTAL TABLET MGA 400MG;0,179654;STUK
115089//11175;TRENTAL TABLET MGA 400MG;0,179654;STUK
14974;TREOSULFAN MEDAC INFUSIEPOEDER 1000MG;88,951677;STUK
14975;TREOSULFAN MEDAC INFUSIEPOEDER 5000MG;538,434137;STUK
EU/1/12/807/013;TRESIBA FLEXTOUCH INJVLST 200E/ML PEN 3ML;6,405149;ML
EU/1/12/807/007;TRESIBA PENFILL INJVLST 100E/ML PATROON 3ML;3,202612;ML
EU/1/14/971/007;TREVICTA 175 INJSUSP 200MG/ML WWSP 0,875ML;619,951906;STUK
EU/1/14/971/008;TREVICTA 263 INJSUSP 200MG/ML WWSP 1,315ML;847,110316;STUK
EU/1/14/971/009;TREVICTA 350 INJSUSP 200MG/ML WWSP 1,75ML;1075,570276;STUK
EU/1/14/971/010;TREVICTA 525 INJSUSP 200MG/ML WWSP 2,625ML;1520,436983;STUK
20730;TRIAMCINOLONACETONIDE FAGRON FNA CREME 1MG/G;0,154539;G
33941;TRIAMCINOLON‐VASELINECREME DMB 0,1% FNA CR 1MG/G;0,154539;G
55610;TRIAMTEREEN/HYDROCHLOORTHIAZIDE ACCORD TABL 50/25;0,058085;STUK
56658;TRIAMTEREEN/HYDROCHLOORTHIAZIDE APOTEX TABL 50/25;0,058085;STUK
29039=;56658 TRIAMTEREEN/HYDROCHLOORTHIAZIDE SANDOZ TAB 50/25MG;0,058085;STUK
10159;TRIAMTEREEN/HYDROCHLOORTHIAZIDE TEVA TABL 50/25MG;0,058085;STUK
105792//8663;TRIGYNON DRAGEE;0,114302;STUK
8663;TRIGYNON DRAGEE;0,114302;STUK
110666//26830;TRILEPTAL SUSPENSIE 60MG/ML;0,165556;ML
112691//26830;TRILEPTAL SUSPENSIE 60MG/ML;0,165556;ML
26830;TRILEPTAL SUSPENSIE 60MG/ML;0,165556;ML
116671//24751;TRILEPTAL TABLET FILMOMHULD 300MG;0,288485;STUK
118970//24751;TRILEPTAL TABLET FILMOMHULD 300MG;0,288485;STUK
121987//24751;TRILEPTAL TABLET FILMOMHULD 300MG;0,288485;STUK
122521//24751;TRILEPTAL TABLET FILMOMHULD 300MG;0,288485;STUK
